connectorType,durationSession,durationCharge,energy,cost,tariff,meanPower,maxPower,anomaly
1.0,0.16137254,0.18137255,1.0,0.97077256,0.32581377,1.0,1.0,1
0.96862745,1.0,1.0,1.0,0.03137255,0.0,0.53237253,1.0,1
1.0,0.41137254,0.34862745,-0.32462746,1.0,1.0,1.0,1.0,1
1.0,0.21137255,0.71862745,1.0,1.0,0.21500891,1.0,1.0,1
1.0,1.0,1.0,1.0,1.0,0.21658194,1.0,1.0,1
1.0,0.31862745,0.15137255,1.0,1.0,0.40137255,1.0,1.0,1
0.03137255,1.0,1.0,1.0,1.0,0.24361382,1.0,1.0,1
1.0,0.37,0.76,1.0,1.0,0.21148674,-13.881627,1.0,1
0.0,1.0,1.0,1.0,1.0,0.20333333,-20.665628,1.0,1
1.0,1.0,1.0,1.0,1.0,0.03137255,1.0,1.0,1
1.0,0.91862744,0.98137254,1.0,0.03137255,0.0,1.0,1.0,1
1.0,1.0,0.41137254,1.0,1.0,0.2332217,1.0,1.0,1
1.0,0.65,0.65,1.0,1.0,0.17,-41.246628,1.0,1
1.0,1.0,1.0,1.0,1.0,1.0,0.53962743,1.0,1
1.0,0.25,0.101372555,1.0,1.0,0.25997216,1.0,1.0,1
1.0,0.5513725,1.0,1.0,1.0,0.21137255,1.0,1.0,1
1.0,1.0,1.0,0.03137255,0.03137255,0.0,0.0,1.0,1
1.0,1.0,1.0,1.0,0.03137255,0.0,1.0,1.0,1
1.0,0.26137257,0.65862745,1.0,1.0,0.22137254,1.0,1.0,1
1.0,0.42,0.42,1.0,1.0,1.0,-4.6046276,1.0,1
1.0,0.28137255,0.29137254,1.0,1.0,0.2549162,1.0,1.0,1
1.0,0.13137256,0.13137256,1.0,1.0,0.3467703,1.0,1.0,1
1.0,1.0,1.0,1.0,1.0,0.20137255,1.0,1.0,1
1.0,0.72,0.6986275,1.0,1.0,0.35778832,1.0,1.0,1
0.0,0.7413725,1.0,1.0,0.03137255,0.0,1.0,1.0,1
1.0,0.14568627,0.16137254,1.0,0.03137255,0.0,1.0,1.0,1
1.0,1.0,1.0,-0.47662747,0.0,0.03137255,0.21062745,1.0,1
1.0,0.96862745,0.97862744,1.0,1.0,0.356117,1.0,1.0,1
1.0,0.59137255,0.84862745,1.0,0.03137255,0.0,1.0,1.0,1
1.0,1.0,1.0,1.0,1.0,1.0,0.89862746,1.0,1
1.0,0.73,0.70862746,1.0,1.0,0.23248193,1.0,1.0,1
1.0,0.5513725,0.48862743,1.0,0.54137254,0.38862744,1.0,1.0,1
